1,0,0,0,0,0,6,203,null,1
0,8,0,0,0,30,1,22,notifications tabs activeTab cookies alarms https://*/ storage http://*/ ,1
1,0,0,0,0,15,6,25,null,1
1,0,0,0,0,25,2,43,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,0,11,null,1
1,0,0,0,0,0,0,0,null,1
0,8,0,0,0,30,1,22,notifications tabs activeTab cookies alarms https://*/ storage http://*/ ,1
1,0,0,0,0,0,0,17,null,1
0,2,0,0,0,40,0,90,<all_urls> storage ,1
0,0,0,0,0,0,8,373,0,1
1,0,0,0,0,40,0,16,null,1
1,0,0,0,0,15,1,14,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,0,15,null,1
1,0,0,0,0,0,0,17,null,1
1,0,0,0,0,15,0,2,null,1
0,4,0,0,0,0,1,1,<all_urls> storage webRequestBlocking webRequest ,1
0,10,0,0,0,0,0,12,nativeMessaging tabs webRequestBlocking contextMenus alarms downloads storage webRequest <all_urls> unlimitedStorage ,1
0,11,0,0,0,0,1,52,http://*/* contextMenus tabs idle webRequestBlocking cookies webRequest storage https://*/* privacy unlimitedStorage ,1
1,0,0,0,0,25,2,41,null,1
1,0,0,0,0,0,0,17,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,70,0,0,null,1
1,0,0,0,0,0,0,16,null,1
1,0,0,0,0,0,0,17,null,1
1,0,0,0,0,15,2,26,null,1
1,0,0,0,0,25,2,42,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,25,2,42,null,1
1,0,0,0,0,25,2,44,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,0,4,101,null,1
1,9,0,0,0,0,0,0,Profile FileSystem GameInfo Streaming Hotkeys Tray Extensions DesktopStreaming Clipboard ,1
1,0,0,0,0,0,1,39,null,1
1,0,0,0,0,25,2,43,null,1
1,0,0,0,0,0,1,92,null,1
1,0,0,0,0,15,0,12,null,1
1,0,0,0,0,25,2,44,null,1
1,0,0,0,0,0,5,137,null,1
1,0,0,0,0,0,0,0,null,1
1,0,0,0,0,40,0,16,null,1
1,0,0,0,0,15,0,0,null,1
1,0,0,0,0,0,0,0,null,1
